Class,Solution treatment time (h),Solution treatment temperature (¡æ),Solution cooling way,Aging treatment time (h),Aging treatment temperature (¡æ),Aging cooling way,2nd aging treatment time (h),2nd aging treatment temperature (¡æ),2nd aging cooling way,C (mass%),Si (mass%),Mn (mass%),P (mass%),S (mass%),Ni (mass%),Cr (mass%),Mo (mass%),Cu (mass%),W (mass%),Co (mass%),Al (mass%),N (mass%),Nb+Ta (mass%),B (mass%),V (mass%),Ti (mass%),Fe (mass%),Zr (mass%),Re (mass%),Y (mass%),Hf (mass%),Test temperature (¡æ),Test stress (MPa),Creep rupture life (h)
726,2,1310,0,4,1145,0,20,870,0,0.03,0,0,0,0,57.9135,6.8,0.7,0,6.6,10,5.8,0,7.8,0.0065,0,0.9,0,0,3.2,0,0.25,950,200,2466.999997
727,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,67.9,1.4,0,0,5,3.1,4.75,0,10.2,0,0,0,0,0,7.5,0.05,0.1,850,500,2536.999999
728,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,61,4.4,0,0,7.5,8,5.49,0,8.7,0,0,0,0,0,4.8,0.01,0.1,850,500,2567.999998
729,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,64.9,3.8,0,0,6.8,4.8,5.78,0,8,0,0,0,0,0,5.8,0.02,0.1,850,500,2696.000001
730,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,63.9,1.8,0,0,5.2,6.4,5.47,0,9.8,0,0,0,0,0,7.2,0.03,0.2,850,500,2721.000001
731,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,66.1,3,0,0,6,4.5,5.36,0,8.9,0,0,0,0,0,6,0.04,0.1,850,500,3054.000002
732,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,67,2.4,0,0,5.5,4,5.18,0,9.3,0,0,0,0,0,6.5,0.02,0.1,850,500,3243.000002
733,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,67.9,1.4,0,0,5,3.1,4.75,0,10.2,0,0,0,0,0,7.5,0.05,0.1,950,240,3426.999997
734,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,61,4.4,0,0,7.5,8,5.49,0,8.7,0,0,0,0,0,4.8,0.01,0.1,950,240,3468.000002
735,2,1310,0,4,1145,0,20,870,0,0.022,0,0,0,0,64.5235,5.8,0.5,0,6,7.8,5.3,0,7,0.0045,0,0.4,0,0,2.5,0,0.15,950,165,3689.999999
736,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,64.9,3.8,0,0,6.8,4.8,5.78,0,8,0,0,0,0,0,5.8,0.02,0.1,950,240,3721
737,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,63.9,1.8,0,0,5.2,6.4,5.47,0,9.8,0,0,0,0,0,7.2,0.03,0.2,950,240,3764.000002
738,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,66.1,3,0,0,6,4.5,5.36,0,8.9,0,0,0,0,0,6,0.04,0.1,950,240,3824.999996
739,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,67,2.4,0,0,5.5,4,5.18,0,9.3,0,0,0,0,0,6.5,0.02,0.1,950,240,3917.000004
740,2,1310,0,4,1145,0,20,870,0,0.03,0,0,0,0,57.4135,7,0.7,0,6.6,10,6,0,7.8,0.0065,0,1,0,0,3.2,0,0.25,950,165,4429.999998
741,2,1310,0,4,1145,0,20,870,0,0.03,0,0,0,0,60.72,6.4,0.6,0,6.4,9.7,5.65,0,6.5,0,0,1,0,0,2.9,0,0.1,950,165,4760.000003
742,2,1310,0,4,1145,0,20,870,0,0.025,0,0,0,0,59.27,6.5,0.6,0,6.5,9.5,5.6,0,8.2,0.005,0,0.6,0,0,3,0,0.2,950,165,5039.999995
743,2,1310,0,4,1145,0,20,870,0,0.025,0,0,0,0,60.67,6.5,0.6,0,6.5,9.5,5.7,0,6.7,0.005,0,0.6,0,0,3,0,0.2,950,165,5180.000003
744,2,1310,0,4,1145,0,20,870,0,0.022,0,0,0,0,63.1235,6.1,0.5,0,6.2,8,5.5,0,7.2,0.0045,0,0.5,0,0,2.7,0,0.15,950,165,6050.000005
745,2,1310,0,4,1145,0,20,870,0,0.025,0,0,0,0,60.0695,6.5,0.6,0,6.4,9.5,5.6,0,7.5,0.0055,0,0.6,0,0,3,0,0.2,950,165,6814.999997
746,4,1280,0,4,1080,0,20,871,0,0.07,0,0,0,0,65.89,4.27,0.81,0,7.56,0.99,5.2,0,9.35,0.03,0,0,0,0,5.61,0,0.22,1040,137.2,454.3000002
747,4,1270,0,4,1080,0,20,871,0,0.062,0,0,0,0,58.832,6.6,0.73,0,6.32,12.4,4.35,0,9.18,0.026,0,0,0,0,1.26,0,0.24,1040,137.2,211.0999999
748,3,1276,0,4,1080,0,20,871,0,0,0,0,0,0,64.53,10.6,0.92,0,6.5,5,4.15,0,4.42,0,0,3.68,0,0,0,0,0.2,204,759,256.1999998
749,3,1288,0,4,1080,0,20,871,0,0,0,0,0,0,64.73,10.6,0.92,0,6.5,5,4.15,0,4.42,0,0,3.68,0,0,0,0,0,315,448.5,277.1000001
750,5,1270,0,4,1100,0,20,870,0,0,0,0,0,0,60,5.2,1.9,0,11.5,8.2,5.1,0,8.1,0,0,0,0,0,0,0,0,900,392,652.0000004
751,5,1270,0,4,1100,0,20,870,0,0,0,0,0,0,60,5.2,1.9,0,11.5,8.2,5.1,0,8.1,0,0,0,0,0,0,0,0,1100,137,350.9999996
752,3,1315,0,6,1010,0,20,871,0,0,0,0,0,0,61.2,5,2,0,5,10.5,5.5,0,6.3,0,0,1.5,0,0,3,0,0,982,248.4,199.2
753,3,1288,0,6,1010,0,20,871,0,0,0,0,0,0,62,6,1,0,8.5,10,4.5,0,6,0,0,2,0,0,0,0,0,982,248.4,129.2000001
